blueWins,blueFirstBlood,blueEliteMonsters,blueDragons,blueTotalGold,blueTotalExperience,blueGoldDiff,blueCSPerMin,redFirstBlood,redEliteMonsters,redDragons,redTotalGold,redTotalExperience,redGoldDiff,redCSPerMin
TRUE,FALSE,0,FALSE,17743,20843,2507,24.7,TRUE,0,FALSE,15236,17407,-2507,18.6
TRUE,TRUE,0,FALSE,17088,18459,-788,21.9,FALSE,2,TRUE,17876,18308,788,22.6
TRUE,FALSE,1,TRUE,17810,19743,3866,24.8,TRUE,0,FALSE,13944,16247,-3866,19.1
TRUE,FALSE,0,FALSE,13954,17057,-936,23.1,TRUE,0,FALSE,14890,17681,936,19.9
TRUE,TRUE,0,FALSE,16300,19402,955,24.4,FALSE,1,TRUE,15345,17569,-955,19.2
FALSE,FALSE,1,FALSE,16096,17359,-581,22.4,TRUE,0,FALSE,16677,17213,581,20.4
FALSE,TRUE,1,TRUE,16331,16667,-2814,22,FALSE,1,FALSE,19145,19290,2814,22
TRUE,TRUE,2,TRUE,16515,18870,1967,25.7,FALSE,0,FALSE,14548,17802,-1967,23.3
TRUE,FALSE,1,TRUE,16860,18682,1245,26.4,TRUE,0,FALSE,15615,17996,-1245,24.8
TRUE,TRUE,0,FALSE,16870,16180,829,21.2,FALSE,1,TRUE,16041,17109,-829,24.5
TRUE,FALSE,0,FALSE,17001,19717,759,24.2,TRUE,0,FALSE,16242,19250,-759,24.2
FALSE,TRUE,0,FALSE,14112,16664,-174,22.3,FALSE,0,FALSE,14286,16699,174,22.6
FALSE,FALSE,1,TRUE,15300,18001,-978,26.6,TRUE,0,FALSE,16278,18850,978,22.8
TRUE,TRUE,1,TRUE,19276,19221,1801,19.2,FALSE,0,FALSE,17475,17003,-1801,21.7
FALSE,TRUE,0,FALSE,15766,16789,-1590,22,FALSE,1,TRUE,17356,17569,1590,23.5
FALSE,TRUE,0,FALSE,15292,18345,-1805,18.7,FALSE,1,TRUE,17097,18849,1805,24.1
FALSE,TRUE,0,FALSE,14321,16217,-1296,20.3,FALSE,1,TRUE,15617,16599,1296,22.6
FALSE,TRUE,0,FALSE,16492,17944,-2847,22,FALSE,2,TRUE,19339,19299,2847,23.7
TRUE,TRUE,1,TRUE,17357,18244,1031,22.2,FALSE,1,FALSE,16326,17415,-1031,20.8
TRUE,TRUE,0,FALSE,17519,17307,1953,21.5,FALSE,0,FALSE,15566,17172,-1953,21.5
TRUE,TRUE,0,FALSE,16139,17770,690,24.5,FALSE,1,TRUE,15449,17326,-690,20.6
FALSE,FALSE,1,TRUE,17088,18568,-793,20.1,TRUE,0,FALSE,17881,17962,793,22.1
TRUE,FALSE,1,TRUE,15609,18083,661,18,TRUE,0,FALSE,14948,17348,-661,19.9
FALSE,TRUE,1,FALSE,18913,19182,3240,22.5,FALSE,1,TRUE,15673,17395,-3240,23.7
TRUE,FALSE,1,TRUE,18054,18465,1859,24.1,TRUE,0,FALSE,16195,17194,-1859,19.7
TRUE,FALSE,1,TRUE,15690,17299,903,21.4,TRUE,0,FALSE,14787,16189,-903,19.9
FALSE,TRUE,0,FALSE,16003,17739,353,22.6,FALSE,1,TRUE,15650,17899,-353,20.9
TRUE,FALSE,0,FALSE,18181,17078,1520,20.2,TRUE,0,FALSE,16661,15968,-1520,16.5
FALSE,FALSE,0,FALSE,15628,17683,-623,22.1,TRUE,1,TRUE,16251,17722,623,22.3
TRUE,TRUE,1,TRUE,18093,17986,2025,21.1,FALSE,0,FALSE,16068,18446,-2025,19.9
TRUE,FALSE,1,FALSE,15607,18678,-315,21.5,TRUE,1,TRUE,15922,17960,315,24.6
TRUE,TRUE,1,TRUE,15164,17404,-1592,21.8,FALSE,0,FALSE,16756,19603,1592,25.5
FALSE,FALSE,0,FALSE,18090,18948,736,23.8,TRUE,0,FALSE,17354,19297,-736,21.3
TRUE,TRUE,1,TRUE,17001,18549,3156,24,FALSE,0,FALSE,13845,16928,-3156,20.6
TRUE,TRUE,0,FALSE,15904,17670,1085,21.3,FALSE,0,FALSE,14819,18226,-1085,22.9
TRUE,FALSE,1,FALSE,18215,19165,3672,23.9,TRUE,1,TRUE,14543,14433,-3672,18.3
TRUE,FALSE,0,FALSE,16177,18401,-126,21.6,TRUE,2,TRUE,16303,17938,126,21.5
FALSE,FALSE,1,TRUE,17087,17225,-988,20.6,TRUE,1,FALSE,18075,18546,988,20.1
TRUE,TRUE,1,FALSE,16594,18973,466,22.4,FALSE,1,TRUE,16128,18040,-466,23.3
FALSE,TRUE,0,FALSE,15101,18673,-1443,24.1,FALSE,1,TRUE,16544,18942,1443,21.7
TRUE,FALSE,1,TRUE,15787,17255,833,20.9,TRUE,0,FALSE,14954,16872,-833,17.9
TRUE,TRUE,1,TRUE,15936,18164,-189,25.5,FALSE,0,FALSE,16125,18873,189,25.2
FALSE,FALSE,0,FALSE,15608,18584,-233,23.4,TRUE,2,TRUE,15841,18564,233,24
TRUE,TRUE,0,FALSE,17226,19315,-193,22.6,FALSE,1,TRUE,17419,18767,193,22.3
FALSE,FALSE,0,FALSE,16972,19143,-1832,19.8,TRUE,1,TRUE,18804,19529,1832,23
TRUE,FALSE,1,FALSE,16421,19037,961,22.4,TRUE,0,FALSE,15460,18188,-961,19.4
FALSE,FALSE,1,FALSE,16664,18036,1047,25.5,TRUE,1,TRUE,15617,18179,-1047,24.7
FALSE,FALSE,0,FALSE,14920,17398,-6000,18.6,TRUE,1,TRUE,20920,21254,6000,24.6
FALSE,FALSE,1,TRUE,18227,19733,3036,24.8,TRUE,0,FALSE,15191,16482,-3036,17.3
TRUE,TRUE,0,FALSE,19885,18684,5422,17.7,FALSE,1,TRUE,14463,15425,-5422,18.2
FALSE,FALSE,0,FALSE,15225,16334,-3230,18,TRUE,1,TRUE,18455,19577,3230,22.7
FALSE,FALSE,1,TRUE,15070,18012,-2692,21.7,TRUE,0,FALSE,17762,19163,2692,22.5
FALSE,FALSE,1,TRUE,16425,18433,-336,23.2,TRUE,0,FALSE,16761,18557,336,19.7
TRUE,TRUE,0,FALSE,17168,17989,1089,23.3,FALSE,1,TRUE,16079,17793,-1089,23.5
TRUE,FALSE,1,TRUE,17822,18329,-775,20.9,TRUE,0,FALSE,18597,17642,775,21.9
FALSE,FALSE,0,FALSE,14055,16334,-4331,20.8,TRUE,1,TRUE,18386,18922,4331,22.6
FALSE,FALSE,1,TRUE,16213,17532,-916,20.8,TRUE,0,FALSE,17129,17049,916,21.5
FALSE,FALSE,0,FALSE,16337,16985,-2529,20.2,TRUE,1,TRUE,18866,19076,2529,21.4
FALSE,TRUE,1,FALSE,15736,18218,705,23.4,FALSE,1,TRUE,15031,18426,-705,25
TRUE,FALSE,1,FALSE,16790,18508,1814,24.2,TRUE,1,TRUE,14976,17889,-1814,18.5
FALSE,TRUE,1,TRUE,16091,17434,-1053,23,FALSE,0,FALSE,17144,18797,1053,24.8
FALSE,FALSE,0,FALSE,14433,15908,-4395,21,TRUE,2,TRUE,18828,19994,4395,21.9
TRUE,TRUE,0,FALSE,17389,18966,3129,23.7,FALSE,1,TRUE,14260,17550,-3129,20.3
FALSE,FALSE,1,FALSE,14475,16283,-4666,20.5,TRUE,1,TRUE,19141,19369,4666,22.4
FALSE,FALSE,1,FALSE,15373,18233,599,26.4,TRUE,0,FALSE,14774,17479,-599,21.2
FALSE,FALSE,0,FALSE,14381,16919,-2528,20.2,TRUE,1,TRUE,16909,17912,2528,19.6
TRUE,TRUE,0,FALSE,17975,18967,1283,24.8,FALSE,1,TRUE,16692,18449,-1283,21.7
TRUE,TRUE,1,TRUE,17459,19021,2929,23.1,FALSE,0,FALSE,14530,17725,-2929,19.1
TRUE,TRUE,1,FALSE,19056,19650,2638,23.2,FALSE,0,FALSE,16418,17227,-2638,20.4
FALSE,FALSE,0,FALSE,14117,16799,-4158,19.9,TRUE,2,TRUE,18275,20251,4158,24.8
FALSE,TRUE,1,FALSE,17191,17872,-355,22.7,FALSE,0,FALSE,17546,19647,355,20.4
TRUE,TRUE,1,TRUE,18585,18660,3161,21.6,FALSE,0,FALSE,15424,16581,-3161,18.5
TRUE,TRUE,2,TRUE,18271,20332,2875,22.4,FALSE,0,FALSE,15396,17154,-2875,21.3
TRUE,TRUE,0,FALSE,17953,18196,3363,21.8,FALSE,1,TRUE,14590,15199,-3363,17.6
FALSE,TRUE,1,TRUE,15645,17261,6,18.4,FALSE,1,FALSE,15639,16238,-6,23
FALSE,FALSE,0,FALSE,14588,17460,-2574,24.1,TRUE,0,FALSE,17162,17864,2574,22.2
TRUE,FALSE,0,FALSE,16152,17881,-428,26,TRUE,2,TRUE,16580,18313,428,23.8
TRUE,TRUE,1,TRUE,17030,18285,1866,21.2,FALSE,0,FALSE,15164,18205,-1866,24.6
TRUE,TRUE,1,FALSE,19204,20520,1902,21.5,FALSE,0,FALSE,17302,17150,-1902,18.3
FALSE,FALSE,0,FALSE,14925,18636,-1375,21.8,TRUE,1,TRUE,16300,19486,1375,22
TRUE,FALSE,2,TRUE,17561,19417,2585,22.2,TRUE,0,FALSE,14976,16127,-2585,22.2
FALSE,FALSE,0,FALSE,15049,16534,-2353,21.1,TRUE,2,TRUE,17402,18584,2353,23.5
FALSE,TRUE,1,TRUE,15523,18159,-279,23.3,FALSE,0,FALSE,15802,18570,279,24.7
FALSE,FALSE,0,FALSE,14910,16907,-2917,22.7,TRUE,2,TRUE,17827,19713,2917,21.6
FALSE,TRUE,0,FALSE,15787,15849,-3783,20,FALSE,1,TRUE,19570,19149,3783,20.1
FALSE,FALSE,0,FALSE,16840,19282,-103,26.4,TRUE,2,TRUE,16943,18423,103,21.9
TRUE,FALSE,1,TRUE,14541,18354,-1345,24,TRUE,0,FALSE,15886,18975,1345,26
TRUE,TRUE,0,FALSE,16273,17751,-1115,19.3,FALSE,1,TRUE,17388,18634,1115,20.8
FALSE,FALSE,0,FALSE,14531,16999,-1711,22.2,TRUE,1,TRUE,16242,19182,1711,23.5
TRUE,TRUE,0,FALSE,17413,17940,1221,22.9,FALSE,0,FALSE,16192,18112,-1221,21.3
FALSE,FALSE,0,FALSE,15622,17546,-2461,24.6,TRUE,1,TRUE,18083,19172,2461,22.8
FALSE,TRUE,2,TRUE,19556,18530,2100,19.8,FALSE,0,FALSE,17456,16974,-2100,18.9
FALSE,TRUE,0,FALSE,16797,18636,823,21.3,FALSE,1,FALSE,15974,15955,-823,15.8
FALSE,FALSE,1,FALSE,15735,17073,-488,22.5,TRUE,1,TRUE,16223,17310,488,20
TRUE,TRUE,1,TRUE,18570,19063,2093,20.6,FALSE,0,FALSE,16477,16912,-2093,21.2
TRUE,TRUE,0,FALSE,17849,18536,3364,22.7,FALSE,1,TRUE,14485,16124,-3364,22.3
TRUE,TRUE,1,TRUE,19364,19292,3356,23.2,FALSE,0,FALSE,16008,17035,-3356,19.8
TRUE,FALSE,0,FALSE,17047,19134,1992,22.6,TRUE,1,TRUE,15055,16586,-1992,22.5
FALSE,TRUE,0,FALSE,16105,17701,-1198,23.7,FALSE,1,FALSE,17303,18534,1198,23
FALSE,FALSE,0,FALSE,15611,17672,-2415,22.2,TRUE,1,TRUE,18026,19764,2415,23.1
TRUE,TRUE,0,FALSE,18766,20059,2265,23.1,FALSE,0,FALSE,16501,17403,-2265,22.5
TRUE,TRUE,1,TRUE,17590,19299,2708,23.1,FALSE,1,FALSE,14882,17393,-2708,22.3
FALSE,TRUE,1,FALSE,15222,16160,-2558,19.2,FALSE,1,TRUE,17780,19038,2558,20.5
FALSE,FALSE,0,FALSE,15537,18116,-294,23.9,TRUE,1,FALSE,15831,18647,294,24.4
TRUE,TRUE,1,TRUE,19265,20085,4692,24.4,FALSE,0,FALSE,14573,16441,-4692,22.1
FALSE,FALSE,1,TRUE,14746,17859,-1222,23.7,TRUE,0,FALSE,15968,18674,1222,24.6
TRUE,FALSE,1,TRUE,15261,15935,-1107,22.7,TRUE,0,FALSE,16368,18829,1107,22.4
FALSE,FALSE,0,FALSE,13465,15462,-3179,19.1,TRUE,1,TRUE,16644,16399,3179,22.6
TRUE,TRUE,1,FALSE,20310,20225,5565,23,FALSE,1,TRUE,14745,15158,-5565,16.9
TRUE,TRUE,0,FALSE,17527,18186,1863,22.7,FALSE,1,TRUE,15664,17722,-1863,23.1
FALSE,TRUE,0,FALSE,15061,15124,-4179,18.3,FALSE,1,FALSE,19240,19655,4179,23.6
TRUE,TRUE,1,TRUE,16765,18366,-923,21.3,FALSE,0,FALSE,17688,18595,923,21.4
FALSE,FALSE,0,FALSE,15018,17474,-1910,20,TRUE,0,FALSE,16928,19255,1910,22.7
TRUE,TRUE,0,FALSE,18205,19871,4061,22.5,FALSE,1,FALSE,14144,16685,-4061,18.7
TRUE,TRUE,0,FALSE,15284,16690,-480,18.7,FALSE,1,TRUE,15764,17297,480,23
FALSE,TRUE,1,TRUE,15026,16386,-2243,20.2,FALSE,0,FALSE,17269,20053,2243,22.9
FALSE,TRUE,0,FALSE,15827,17668,443,21.2,FALSE,1,TRUE,15384,19105,-443,23.2
TRUE,FALSE,0,FALSE,16463,18961,354,22.1,TRUE,0,FALSE,16109,18145,-354,22.5
TRUE,TRUE,0,FALSE,16908,17271,-363,19.6,FALSE,1,TRUE,17271,17462,363,18.7
FALSE,FALSE,1,FALSE,18017,18923,2459,22.8,TRUE,1,TRUE,15558,18089,-2459,22
TRUE,TRUE,1,TRUE,15257,18061,-216,22.1,FALSE,0,FALSE,15473,17179,216,24.4
FALSE,FALSE,0,FALSE,13643,16820,-3585,21.7,TRUE,1,TRUE,17228,20225,3585,26.6
TRUE,FALSE,0,FALSE,14418,16672,-2778,20.6,TRUE,2,TRUE,17196,18846,2778,20.5
FALSE,FALSE,1,TRUE,15999,18592,-2450,24.1,TRUE,0,FALSE,18449,20431,2450,25.5
TRUE,FALSE,0,FALSE,15031,16824,-330,20.2,TRUE,1,FALSE,15361,16966,330,21.5
FALSE,FALSE,1,TRUE,16129,18567,2279,21,TRUE,0,FALSE,13850,15725,-2279,20.5
FALSE,FALSE,0,FALSE,16059,18553,-1694,21.6,TRUE,2,TRUE,17753,18554,1694,23.1
TRUE,FALSE,0,FALSE,17731,18478,709,25.6,TRUE,0,FALSE,17022,17182,-709,22.9
FALSE,FALSE,0,FALSE,15202,16607,-6871,21.9,TRUE,1,TRUE,22073,21722,6871,25.3
TRUE,FALSE,0,FALSE,15786,18637,987,24.6,TRUE,1,TRUE,14799,17384,-987,20
TRUE,TRUE,1,FALSE,16003,17277,145,21.6,FALSE,0,FALSE,15858,18139,-145,24.6
FALSE,FALSE,0,FALSE,13867,15515,-3975,20.6,TRUE,0,FALSE,17842,19747,3975,23.7
TRUE,TRUE,1,TRUE,15792,17609,683,22.8,FALSE,0,FALSE,15109,17363,-683,21
FALSE,FALSE,0,FALSE,14415,17248,-1674,21.5,TRUE,1,TRUE,16089,18020,1674,24.6
TRUE,FALSE,1,TRUE,16665,18534,1630,23.6,TRUE,0,FALSE,15035,16610,-1630,23.5
TRUE,FALSE,0,FALSE,15775,16946,-848,24.9,TRUE,1,TRUE,16623,16950,848,22.5
FALSE,TRUE,1,TRUE,16418,17454,217,23.7,FALSE,0,FALSE,16201,17382,-217,21.6
FALSE,TRUE,0,FALSE,19525,20374,3224,24.2,FALSE,0,FALSE,16301,17574,-3224,18.1
FALSE,FALSE,0,FALSE,14349,16821,-6973,15.9,TRUE,1,TRUE,21322,20526,6973,26.3
FALSE,TRUE,0,FALSE,16480,17339,-1726,22.6,FALSE,1,FALSE,18206,17276,1726,22.9
TRUE,FALSE,2,TRUE,17683,20153,1289,23.7,TRUE,0,FALSE,16394,17551,-1289,20.8
FALSE,TRUE,1,TRUE,16797,17770,-3201,20,FALSE,0,FALSE,19998,20837,3201,23.2
FALSE,TRUE,1,TRUE,14616,16844,-1313,18.3,FALSE,0,FALSE,15929,18320,1313,21.7
TRUE,TRUE,0,FALSE,18622,19365,5269,24.5,FALSE,0,FALSE,13353,15788,-5269,18.9
FALSE,FALSE,0,FALSE,14689,16679,-5354,19.5,TRUE,1,TRUE,20043,20927,5354,24.4
FALSE,FALSE,1,TRUE,17842,18236,-1949,19.4,TRUE,0,FALSE,19791,19310,1949,22.8
TRUE,FALSE,1,TRUE,14756,18676,-1318,23.7,TRUE,0,FALSE,16074,18544,1318,26.6
TRUE,FALSE,1,TRUE,18494,17736,3098,21.2,TRUE,0,FALSE,15396,15051,-3098,18.8
FALSE,FALSE,1,TRUE,13870,15601,-2809,20.2,TRUE,0,FALSE,16679,17624,2809,22.1
FALSE,FALSE,1,TRUE,14409,17030,-108,21.2,TRUE,1,FALSE,14517,17944,108,20
FALSE,FALSE,0,FALSE,15543,17304,-3318,19.7,TRUE,2,TRUE,18861,20283,3318,22.8
FALSE,FALSE,0,FALSE,15740,15862,-4093,17.7,TRUE,1,TRUE,19833,18706,4093,20.8
TRUE,TRUE,0,FALSE,15691,17738,-854,19,FALSE,2,TRUE,16545,18807,854,22.7
TRUE,TRUE,1,FALSE,15314,17245,-1891,20.7,FALSE,0,FALSE,17205,18456,1891,22.6
TRUE,TRUE,0,FALSE,20030,18878,5872,20.5,FALSE,0,FALSE,14158,14423,-5872,17.1
TRUE,TRUE,1,TRUE,18121,19941,3713,25.7,FALSE,1,FALSE,14408,16918,-3713,24.1
TRUE,TRUE,2,TRUE,18625,18897,3149,22.3,FALSE,0,FALSE,15476,16772,-3149,22.7
TRUE,TRUE,0,FALSE,18152,19147,4263,23.3,FALSE,1,FALSE,13889,16194,-4263,20.4
TRUE,TRUE,0,FALSE,17350,18363,2896,23.3,FALSE,0,FALSE,14454,16384,-2896,19.9
TRUE,TRUE,1,TRUE,16363,18353,2216,21.8,FALSE,0,FALSE,14147,17042,-2216,21.1
TRUE,TRUE,1,TRUE,16104,17424,530,17.5,FALSE,0,FALSE,15574,17197,-530,22.7
TRUE,TRUE,1,TRUE,15401,16508,-729,19.5,FALSE,0,FALSE,16130,17397,729,19.1
TRUE,FALSE,1,TRUE,19331,20193,5885,25.4,TRUE,0,FALSE,13446,15541,-5885,16.9
FALSE,TRUE,1,TRUE,17537,19736,2607,19.6,FALSE,0,FALSE,14930,17874,-2607,18.3
FALSE,TRUE,0,FALSE,18379,19031,1952,20.3,FALSE,1,TRUE,16427,17489,-1952,19.6
FALSE,FALSE,0,FALSE,14857,16453,-1726,21,TRUE,1,TRUE,16583,18343,1726,20.3
TRUE,TRUE,0,FALSE,17520,18523,996,22,FALSE,1,TRUE,16524,18407,-996,22.1
FALSE,FALSE,0,FALSE,14837,17437,-4715,20.9,TRUE,2,TRUE,19552,19128,4715,23.9
FALSE,FALSE,0,FALSE,16930,18587,928,23.7,TRUE,1,TRUE,16002,19220,-928,24.1
FALSE,FALSE,0,FALSE,16332,17067,-1514,19.6,TRUE,1,TRUE,17846,17960,1514,21.1
FALSE,FALSE,0,FALSE,15807,18325,-281,23.1,TRUE,0,FALSE,16088,17828,281,23
TRUE,FALSE,1,TRUE,18720,18913,-438,22.2,TRUE,0,FALSE,19158,19582,438,18.6
FALSE,FALSE,0,FALSE,14215,17252,-579,22.8,TRUE,1,TRUE,14794,17631,579,23.3
TRUE,TRUE,0,FALSE,19124,20438,3579,24.4,FALSE,1,TRUE,15545,17759,-3579,19.1
FALSE,FALSE,0,FALSE,14352,17455,-1241,22.2,TRUE,1,FALSE,15593,18500,1241,23.2
TRUE,FALSE,0,FALSE,16784,18136,727,25.2,TRUE,0,FALSE,16057,18702,-727,22.1
TRUE,TRUE,1,TRUE,16328,17945,-972,24.1,FALSE,0,FALSE,17300,19759,972,23.3
FALSE,FALSE,0,FALSE,15318,18578,-1086,20,TRUE,2,TRUE,16404,17932,1086,19.4
TRUE,TRUE,0,FALSE,14896,17240,-2200,20.7,FALSE,2,TRUE,17096,19173,2200,23.5
TRUE,TRUE,1,TRUE,15667,17128,481,20.2,FALSE,0,FALSE,15186,17387,-481,21.9
TRUE,TRUE,1,TRUE,21908,20909,4612,22.7,FALSE,0,FALSE,17296,18032,-4612,19.5
FALSE,TRUE,1,FALSE,16372,17570,1506,23.4,FALSE,1,TRUE,14866,17835,-1506,20
TRUE,TRUE,1,TRUE,15993,16122,2090,18.8,FALSE,0,FALSE,13903,15654,-2090,20.9
FALSE,FALSE,0,FALSE,14469,15329,-2579,13.6,TRUE,1,FALSE,17048,19148,2579,24.4
TRUE,TRUE,1,TRUE,16956,18750,1723,25.9,FALSE,1,FALSE,15233,18010,-1723,26.2
FALSE,TRUE,1,FALSE,16699,18064,559,21.2,FALSE,1,TRUE,16140,18009,-559,19.4
FALSE,FALSE,0,FALSE,14868,16222,-3346,23.7,TRUE,2,TRUE,18214,19375,3346,22.9
FALSE,TRUE,2,TRUE,18281,17856,785,21.8,FALSE,0,FALSE,17496,17044,-785,18.4
FALSE,FALSE,0,FALSE,15144,18640,-439,21.4,TRUE,2,TRUE,15583,17865,439,24.1
FALSE,FALSE,0,FALSE,14135,15854,-4416,18.2,TRUE,1,TRUE,18551,19040,4416,23.1
FALSE,TRUE,0,FALSE,13808,15418,-4523,16.9,FALSE,1,TRUE,18331,19147,4523,21.9
FALSE,FALSE,1,TRUE,15137,15969,-3447,20.6,TRUE,1,FALSE,18584,19293,3447,26.2
TRUE,TRUE,1,TRUE,17247,18201,2145,22.3,FALSE,0,FALSE,15102,17331,-2145,23.1
FALSE,FALSE,0,FALSE,16485,18714,577,24.7,TRUE,1,TRUE,15908,17213,-577,23.6
FALSE,TRUE,1,FALSE,16867,16680,-1883,20.9,FALSE,1,TRUE,18750,17553,1883,22.6
FALSE,FALSE,0,FALSE,14272,15106,-3608,19.4,TRUE,0,FALSE,17880,19394,3608,25.9
FALSE,FALSE,0,FALSE,14282,16446,-4690,18.2,TRUE,1,TRUE,18972,19875,4690,23.5
TRUE,TRUE,0,FALSE,16352,17852,1705,22,FALSE,1,TRUE,14647,17675,-1705,20.2
FALSE,TRUE,0,FALSE,17862,19955,2417,24.2,FALSE,1,TRUE,15445,17854,-2417,20.3
FALSE,TRUE,2,TRUE,16431,17901,617,20.4,FALSE,0,FALSE,15814,17035,-617,23.6
TRUE,TRUE,0,FALSE,17114,19292,2861,25.3,FALSE,1,TRUE,14253,17005,-2861,24.8
TRUE,FALSE,2,TRUE,19003,16349,503,22.6,TRUE,0,FALSE,18500,16571,-503,20.9
FALSE,TRUE,0,FALSE,15451,16217,-1679,18.8,FALSE,2,TRUE,17130,17786,1679,18.8
FALSE,TRUE,1,TRUE,17941,18842,2361,20.5,FALSE,0,FALSE,15580,18072,-2361,24.9
TRUE,TRUE,1,TRUE,19537,20680,4932,24.6,FALSE,0,FALSE,14605,16757,-4932,21.2
TRUE,TRUE,0,FALSE,16863,17496,1310,23.2,FALSE,1,TRUE,15553,17591,-1310,22.7
FALSE,TRUE,1,TRUE,15315,17328,-2314,21.3,FALSE,0,FALSE,17629,19788,2314,23.7
TRUE,FALSE,1,TRUE,15853,17700,-153,20.4,TRUE,0,FALSE,16006,18662,153,24.1
FALSE,TRUE,0,FALSE,14072,16596,-2186,20.7,FALSE,1,TRUE,16258,17689,2186,21
FALSE,FALSE,0,FALSE,17030,16983,-1567,17.6,TRUE,0,FALSE,18597,15107,1567,17.1
FALSE,TRUE,0,FALSE,15617,17606,-2139,19.4,FALSE,1,TRUE,17756,19450,2139,20
TRUE,TRUE,1,TRUE,15634,17475,487,21.3,FALSE,1,FALSE,15147,18093,-487,24.2
TRUE,FALSE,1,FALSE,15493,17405,-860,21.1,TRUE,1,TRUE,16353,17526,860,20.2
FALSE,FALSE,1,TRUE,15959,18751,786,24.4,TRUE,0,FALSE,15173,17596,-786,23.8
FALSE,TRUE,0,FALSE,15945,17784,-1757,22.9,FALSE,2,TRUE,17702,19640,1757,20.9
TRUE,FALSE,0,FALSE,17389,18770,-1067,21.8,TRUE,1,TRUE,18456,19293,1067,23.4
TRUE,TRUE,1,TRUE,17961,19152,3354,20.5,FALSE,0,FALSE,14607,16392,-3354,20.6
FALSE,FALSE,0,FALSE,15744,20593,419,23.4,TRUE,1,TRUE,15325,18803,-419,26.3
FALSE,FALSE,1,TRUE,16657,18425,1131,23.1,TRUE,0,FALSE,15526,16907,-1131,23.3
FALSE,TRUE,1,TRUE,15951,19210,1151,24.7,FALSE,1,FALSE,14800,17457,-1151,23.6
TRUE,FALSE,0,FALSE,15956,17011,-1206,19.1,TRUE,1,TRUE,17162,17974,1206,24.3
FALSE,FALSE,0,FALSE,16184,17808,-1620,23.9,TRUE,0,FALSE,17804,18528,1620,21.8
TRUE,FALSE,0,FALSE,17518,19434,731,21.2,TRUE,1,TRUE,16787,17807,-731,19.2
TRUE,TRUE,0,FALSE,16992,17775,1182,22.7,FALSE,0,FALSE,15810,17355,-1182,20.3
FALSE,FALSE,0,FALSE,14317,17076,-2155,22.4,TRUE,1,FALSE,16472,18427,2155,23.9
TRUE,TRUE,0,FALSE,14935,17972,-792,22,FALSE,0,FALSE,15727,17981,792,22.1
FALSE,TRUE,0,FALSE,14736,16670,-635,23.5,FALSE,0,FALSE,15371,17845,635,23.5
TRUE,TRUE,1,TRUE,18444,18580,3711,22,FALSE,0,FALSE,14733,16286,-3711,23.4
TRUE,TRUE,1,TRUE,17089,18072,2387,23.2,FALSE,0,FALSE,14702,16382,-2387,19.1
TRUE,TRUE,0,FALSE,20036,19646,4060,17.8,FALSE,0,FALSE,15976,16027,-4060,19.2
TRUE,TRUE,1,FALSE,18976,19176,4910,25.9,FALSE,1,TRUE,14066,16603,-4910,22.4
TRUE,TRUE,1,TRUE,15257,16719,-686,23.7,FALSE,0,FALSE,15943,17353,686,20.8
FALSE,TRUE,0,FALSE,16510,17844,1066,23.9,FALSE,0,FALSE,15444,17316,-1066,23.1
TRUE,TRUE,0,FALSE,17754,18653,3880,23.9,FALSE,0,FALSE,13874,15869,-3880,20.4
TRUE,FALSE,0,FALSE,16339,17799,297,20.5,TRUE,0,FALSE,16042,16516,-297,22.5
TRUE,FALSE,0,FALSE,17309,17384,334,23.1,TRUE,1,TRUE,16975,17686,-334,19.1
TRUE,TRUE,1,TRUE,15712,17676,267,21.6,FALSE,0,FALSE,15445,16931,-267,20.3
FALSE,FALSE,1,FALSE,16008,18460,178,21,TRUE,0,FALSE,15830,16961,-178,22.7
TRUE,FALSE,0,FALSE,13772,16974,-845,23.1,TRUE,1,TRUE,14617,17545,845,19.7
FALSE,FALSE,0,FALSE,14301,17009,-2482,17.3,TRUE,1,TRUE,16783,18585,2482,23
FALSE,TRUE,1,FALSE,16682,18002,-1370,18,FALSE,1,TRUE,18052,19271,1370,22.1
TRUE,TRUE,1,TRUE,14849,17502,-3736,22.1,FALSE,1,FALSE,18585,19534,3736,23.2
FALSE,FALSE,0,FALSE,17807,19554,1233,22.9,TRUE,2,TRUE,16574,19218,-1233,19.7
TRUE,TRUE,2,TRUE,18866,20876,3650,21.4,FALSE,0,FALSE,15216,16970,-3650,21.9
FALSE,TRUE,1,TRUE,17828,17917,1767,21.8,FALSE,0,FALSE,16061,17208,-1767,20.2
TRUE,TRUE,1,TRUE,16470,17655,632,21.6,FALSE,0,FALSE,15838,18902,-632,23
FALSE,FALSE,0,FALSE,16865,19606,147,21.2,TRUE,1,TRUE,16718,18473,-147,20.9
FALSE,TRUE,0,FALSE,15353,17812,-2332,18.9,FALSE,0,FALSE,17685,20483,2332,21.7
FALSE,FALSE,0,FALSE,14247,16785,-1179,21.6,TRUE,0,FALSE,15426,17342,1179,19.4
TRUE,TRUE,0,FALSE,18278,17024,2352,19.1,FALSE,0,FALSE,15926,16317,-2352,18.9
FALSE,FALSE,0,FALSE,16068,18240,-932,20.9,TRUE,2,TRUE,17000,18757,932,24
TRUE,TRUE,1,TRUE,15966,17893,1361,23.1,FALSE,0,FALSE,14605,16829,-1361,20.8
